INCP Total Personal Income (weekly),"$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)","$3,500 or more ($182,000 or more)"
Grafton,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,11,0,0,0,0,3,4,0,6,13,0,9,0,12,3,0,22,16,0,7,0,3,16,5,19,26,0,8,0,6,27,10,22,47,0,33,0,0,24,8,26,59,0,23,0,0,23,19,48,48,4,23,0,0,20,16,54,47,5,16,0,0,30,43,78,63,3,17,0,0,4,0,7,21,0,0,0,0,8,4,0,30,0,3
Grafton Surrounds,0,0,0,0,0,0,0,4,0,0,5,0,8,0,3,0,0,4,5,0,6,3,0,0,0,5,6,0,3,7,0,4,0,0,0,6,5,12,0,5,0,4,3,5,17,13,0,7,0,5,6,5,19,36,3,10,0,4,22,15,30,39,5,12,0,0,14,12,19,28,0,16,0,0,15,12,24,25,0,17,0,0,12,9,41,32,0,5,0,0,17,28,73,46,8,9,0,0,0,0,0,7,3,3,0,0,0,0,0,10,0,8
Maclean - Yamba - Iluka,0,3,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,3,4,8,6,0,6,0,0,5,4,10,6,0,0,0,3,7,6,22,9,3,3,3,5,6,13,14,30,0,8,0,0,15,11,20,36,0,12,0,3,32,10,33,44,0,17,0,4,20,13,25,36,0,16,0,0,21,21,45,52,9,15,0,0,10,17,60,37,0,9,0,3,35,37,63,48,3,11,0,0,10,6,6,5,0,4,0,0,18,7,0,26,4,5
Bellingen,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,3,0,0,0,7,0,6,0,0,5,6,0,0,0,4,3,3,7,9,0,7,3,3,0,8,9,11,0,7,3,5,3,15,18,15,3,9,5,8,13,7,27,30,0,9,0,8,3,16,17,20,4,16,0,3,7,12,29,19,0,11,3,0,11,16,33,15,0,4,0,0,16,26,38,14,4,18,0,0,0,0,3,4,5,3,0,0,7,0,4,13,6,3
Coffs Harbour - North,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,8,3,3,0,3,0,0,0,3,8,6,3,5,11,0,0,8,3,10,8,0,11,0,3,10,4,12,20,0,8,3,4,19,9,23,23,0,3,5,4,35,16,33,59,4,29,0,0,33,13,30,61,3,29,0,0,36,21,46,64,11,24,0,0,23,9,65,58,5,13,0,0,32,28,74,71,10,30,0,0,4,0,0,10,3,4,0,0,17,7,0,52,0,6
Coffs Harbour - South,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,5,0,9,11,0,9,6,0,7,5,9,10,0,9,0,4,8,7,18,14,5,8,0,0,26,14,14,42,0,19,3,0,21,4,21,56,5,10,0,0,16,14,22,61,7,16,0,0,9,10,28,45,5,11,0,4,26,21,48,70,7,15,0,0,4,4,3,17,0,3,0,0,3,4,5,41,0,4
Coramba - Nana Glen - Bucca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,5,3,0,7,4,3,0,0,0,0,5,4,5,6,0,0,0,0,0,0,9,4,0,3,0,0,9,0,5,20,0,8,0,0,6,4,5,8,0,5,6,0,0,6,11,10,0,7,0,0,6,3,10,8,0,9,0,0,14,15,15,18,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,5,0,0
Dorrigo,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,3,0,4,0,0,0,0,3,3,0,0,0,0,5,4,0,7,0,3,0,0,5,0,3,8,0,0,0,0,5,9,5,3,0,6,0,0,0,3,8,8,0,0,0,0,7,11,9,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Korora - Emerald Beach,0,0,0,0,5,0,0,0,0,4,3,3,4,0,0,0,0,0,5,0,9,0,0,0,0,0,3,7,4,5,0,5,0,0,6,5,12,7,0,0,6,7,11,5,15,9,0,4,0,4,13,8,13,23,0,13,0,5,20,17,33,46,3,18,3,3,19,9,36,38,0,11,4,0,26,17,42,37,5,20,0,0,17,15,62,40,3,12,3,0,40,46,89,77,6,21,0,0,14,18,7,20,4,11,0,0,38,15,4,75,6,5
Sawtell - Boambee,0,4,5,4,0,0,0,0,0,0,5,0,7,0,0,6,0,5,0,0,4,5,0,0,0,0,0,0,14,3,0,0,0,9,4,3,14,15,0,0,0,4,11,8,21,24,0,12,0,15,26,9,29,42,0,27,3,14,25,13,47,66,3,31,0,9,20,20,59,74,7,33,5,0,32,27,80,101,10,24,0,0,28,25,60,92,4,13,0,0,51,39,124,105,8,19,0,0,10,0,7,12,0,4,0,0,18,8,4,40,4,15
Urunga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,7,10,0,4,0,0,5,0,10,7,0,4,0,0,0,4,18,15,5,8,0,0,11,6,7,12,0,4,0,0,10,4,16,14,3,6,0,0,8,0,30,21,4,4,0,0,6,7,44,14,0,4,0,0,0,0,0,3,0,0,0,0,4,0,5,6,0,0
Woolgoolga - Arrawarra,0,6,0,0,3,0,0,0,0,6,0,0,6,4,0,4,0,3,0,0,9,4,0,0,0,3,6,3,3,6,0,0,0,7,3,6,8,8,0,0,0,0,12,4,22,15,0,0,0,3,11,6,23,30,3,8,0,5,23,19,24,54,0,18,3,3,23,13,31,30,0,14,0,0,24,22,47,51,4,21,0,0,9,12,71,28,4,19,0,0,31,29,74,43,8,17,0,0,5,3,8,0,5,0,0,0,4,3,0,16,0,0
Bourke - Brewarrina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,4,7,0,0,0,3,3,0,0,0,0,3,0,4,4,0,3,0,0,3,0,0,3,6,14,17,0,3,0,0,3,0,4,18,0,9,0,0,5,0,15,8,0,4,0,0,0,3,30,7,5,0,0,0,0,0,7,5,0,0,0,0,0,3,3,6,0,0
Cobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,5,0,4,0,0,3,3,12,6,0,0,0,0,0,9,20,15,0,0,0,0,3,10,9,8,0,3,0,0,6,22,24,13,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,4,0,0
Coonamble,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,3,3,7,0,0,0,0,5,0,12,6,0,4,0,0,7,0,5,8,0,3,0,0,3,3,17,9,0,6,0,0,0,3,18,3,0,0,0,0,6,4,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Nyngan - Warren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,8,0,0,0,0,7,0,10,12,0,0,0,0,3,0,20,9,0,4,0,0,9,8,20,11,0,3,0,0,8,9,20,6,0,6,0,0,4,18,25,3,3,6,0,0,3,4,0,0,0,3,0,0,0,4,0,4,0,0
Walgett - Lightning Ridge,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,8,5,0,0,0,0,0,3,3,12,0,4,0,3,3,4,14,13,0,0,0,0,0,0,16,12,0,0,0,0,3,3,30,8,0,4,0,0,3,0,27,13,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,8,0,0
Broken Hill,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,5,6,0,4,0,4,4,0,10,7,0,5,0,6,5,0,11,5,0,14,0,7,9,0,11,19,0,12,0,3,14,12,17,55,3,18,0,4,22,15,33,64,0,21,0,0,21,11,50,75,0,38,0,0,18,14,65,84,5,19,0,0,30,39,96,99,3,34,0,0,0,3,7,12,0,3,0,0,0,6,9,34,0,0
Far West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,9,6,0,0,0,0,0,0,7,5,0,0,0,0,0,4,4,4,0,0,0,0,0,6,4,9,0,4,0,0,0,10,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
Coonabarabran,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,9,0,0,0,0,0,6,4,8,5,0,0,0,3,0,6,13,0,0,0,0,6,8,19,21,0,6,0,0,3,5,24,13,0,8,0,0,4,4,26,19,0,5,0,0,0,5,37,6,0,4,0,0,4,5,36,12,0,4,0,0,0,0,0,4,0,0,0,0,3,3,4,6,0,0
Dubbo - East,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,4,0,0,0,3,5,5,9,11,0,3,0,0,4,3,13,10,0,7,0,4,17,0,8,11,0,5,0,0,24,15,21,31,3,17,0,0,19,13,35,54,5,19,0,5,28,8,26,50,0,27,0,0,15,11,31,29,0,18,0,0,34,33,72,52,0,13,0,0,14,3,4,14,0,5,0,0,5,4,0,31,0,9
Dubbo - South,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,9,4,0,7,0,0,0,0,10,10,0,7,0,0,7,3,8,4,0,3,0,5,11,9,18,15,4,9,0,7,30,10,18,23,3,19,0,4,36,22,51,78,0,41,3,12,44,22,64,114,5,48,0,3,53,20,81,116,6,47,0,0,44,33,85,70,0,39,0,0,68,68,152,152,9,57,0,0,11,7,7,25,0,6,0,0,18,6,0,56,4,11
Dubbo - West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,5,4,0,8,0,3,0,6,16,0,15,15,0,5,0,3,14,7,18,30,0,16,0,0,27,4,28,24,0,19,0,4,18,5,34,44,6,17,0,4,19,11,37,29,3,15,0,0,36,21,61,37,3,14,0,0,7,6,3,22,0,8,0,0,14,0,3,35,0,3
Dubbo Surrounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,11,4,0,0,0,3,0,0,5,15,0,3,0,4,9,0,12,19,0,5,0,0,10,12,10,13,0,5,0,0,6,6,17,27,0,11,0,0,11,10,26,15,3,8,3,0,20,9,42,19,0,7,0,0,4,0,0,5,0,0,0,0,8,6,0,8,0,3
Gilgandra,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,3,0,5,9,4,0,0,0,0,0,3,4,13,0,3,0,0,6,0,7,19,0,5,0,0,0,0,15,17,0,3,0,3,3,0,8,15,0,0,0,0,0,3,15,4,0,3,0,0,0,3,28,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Narromine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,4,6,0,0,0,0,4,0,10,8,0,0,0,0,4,6,15,9,0,4,0,0,0,11,19,18,0,0,0,0,13,6,18,9,0,9,0,0,5,0,23,6,0,4,0,0,6,12,20,15,0,4,0,0,0,3,3,0,0,0,0,0,6,0,0,5,0,0
Wellington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,5,0,5,0,0,0,0,7,12,0,5,0,0,8,3,10,10,0,0,0,0,5,7,13,16,0,10,4,0,9,3,19,14,3,4,0,0,10,8,13,12,3,9,0,0,13,0,28,17,0,7,0,0,6,7,38,11,7,0,0,0,5,0,0,3,0,0,0,0,5,0,5,3,0,0
Branxton - Greta - Pokolbin,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,7,4,0,4,0,0,4,0,7,0,0,0,0,4,5,6,13,7,0,0,0,3,4,3,10,17,0,4,0,6,18,10,18,15,5,6,0,0,20,12,16,30,0,13,0,4,25,19,39,22,7,12,0,0,16,19,27,35,0,13,0,0,11,15,33,37,6,5,0,3,50,41,57,29,8,8,0,0,5,20,0,10,3,0,0,0,23,22,0,13,4,7
Cessnock,0,7,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,3,3,3,4,0,0,3,4,4,3,9,18,0,5,3,0,11,0,5,25,5,3,0,0,16,8,17,31,0,8,0,0,18,16,22,51,0,0,0,5,16,6,39,29,5,13,0,0,18,11,35,39,8,15,0,0,11,13,47,23,0,13,0,0,36,19,53,31,6,10,0,0,8,3,0,10,0,4,0,0,10,13,0,5,3,0
Cessnock Surrounds,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,6,0,0,0,6,3,5,5,7,0,0,0,3,7,7,10,12,0,4,0,0,9,8,7,16,0,0,0,3,15,13,15,22,0,10,0,5,8,17,20,17,0,3,0,3,19,8,20,27,0,7,0,0,16,5,17,15,4,3,0,0,24,10,31,31,8,13,0,5,8,6,6,6,0,4,0,0,17,15,0,8,8,3
Dungog,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,4,0,3,4,5,5,5,0,0,0,0,5,8,9,19,0,6,0,0,8,9,11,19,7,3,0,0,15,4,19,28,0,3,0,0,7,13,22,15,4,3,0,0,21,12,22,23,0,7,0,0,20,8,23,10,3,8,0,0,26,23,39,23,8,8,0,0,9,6,4,4,0,0,0,0,19,18,0,10,3,5
Kurri Kurri - Abermain,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,0,0,0,0,5,6,5,11,0,0,0,0,12,3,16,21,3,5,0,0,16,3,25,22,0,7,0,0,26,4,30,48,3,17,0,0,28,13,31,45,11,16,0,0,24,17,22,40,8,14,0,0,22,8,37,38,4,17,0,0,29,25,46,40,19,8,0,0,4,6,0,0,3,0,0,0,5,3,0,5,3,0
Singleton,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,9,0,0,0,0,0,0,7,10,0,5,0,5,8,0,16,16,0,5,0,0,9,3,18,17,0,8,0,0,24,7,21,37,3,13,0,3,22,19,30,30,0,17,0,0,43,14,40,27,0,9,0,0,16,19,38,22,4,5,3,0,55,99,43,26,10,9,0,0,19,32,0,4,0,0,0,0,17,49,0,10,6,4
Singleton Surrounds,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,3,6,0,0,0,0,9,8,6,8,0,0,0,0,11,3,5,9,0,3,0,0,0,0,4,10,0,0,0,0,0,11,11,0,0,0,0,5,7,19,17,9,0,4,0,0,10,8,0,3,0,0,0,0,14,17,0,3,0,4
Maitland,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,10,0,0,4,0,0,0,4,0,3,0,0,0,0,9,0,7,8,0,3,0,3,6,5,4,16,7,8,0,0,18,7,9,25,3,11,0,0,19,15,17,30,3,8,0,0,13,11,26,45,3,12,0,0,9,14,31,25,5,6,4,3,15,32,46,28,7,4,0,0,7,8,0,8,0,0,0,0,9,8,0,17,0,0
Maitland - North,0,0,3,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,0,0,4,5,5,0,0,0,5,3,0,13,10,0,0,0,5,0,0,20,16,0,8,0,5,11,3,14,19,3,5,0,0,20,9,24,35,3,8,0,0,21,9,34,22,3,10,0,0,19,13,39,42,0,9,0,0,16,15,54,22,0,14,0,0,61,46,73,54,10,19,0,0,7,12,9,3,0,6,0,0,21,25,5,24,0,7
East Maitland - Metford,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,7,0,0,9,0,0,0,0,5,9,0,10,0,7,7,6,11,7,0,3,0,0,16,0,7,13,4,8,0,6,14,12,26,24,5,10,0,5,37,13,37,67,10,15,0,0,46,23,41,59,10,21,0,0,44,19,47,56,9,21,0,0,36,22,70,39,17,14,0,5,56,70,102,62,25,18,0,0,9,21,3,20,3,3,0,0,16,15,0,33,4,6
Rutherford (North) - Aberglasslyn,0,4,0,0,6,0,0,0,0,0,9,3,3,4,0,0,0,4,4,0,5,6,0,0,0,0,0,0,9,0,0,7,0,3,3,5,7,14,0,0,0,0,7,3,13,12,0,0,0,5,16,7,20,22,0,3,0,5,27,13,30,52,5,11,0,3,28,7,26,58,4,12,0,4,27,15,35,49,0,19,3,0,30,16,37,46,13,12,0,8,55,36,57,50,11,12,0,0,10,19,0,7,0,5,0,0,8,15,5,12,5,5
Rutherford (South) - Telarah,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,8,5,0,6,0,0,0,0,10,0,6,12,0,0,0,0,14,5,7,24,4,4,0,0,6,7,15,18,0,6,0,0,14,9,19,23,0,8,3,0,9,7,12,21,0,10,0,0,12,13,15,15,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
Tenambit - East Maitland,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,0,0,0,4,14,12,0,3,0,5,4,6,16,15,0,0,0,0,20,9,21,21,0,13,0,0,22,13,28,29,4,18,0,0,21,14,41,46,6,17,0,0,23,7,34,27,8,11,0,0,44,33,59,28,9,9,0,0,5,8,3,9,0,0,0,0,12,16,0,5,0,4
Thornton - Millers Forest,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,6,0,9,8,0,0,0,0,4,0,16,3,0,0,0,5,15,3,12,18,0,0,0,0,18,8,20,34,0,5,3,0,47,18,30,52,8,12,0,0,31,31,42,68,13,13,0,0,39,16,44,78,5,28,3,0,38,24,63,53,13,21,3,0,83,60,80,66,44,28,0,0,10,13,6,6,8,4,0,0,19,18,0,17,3,3
Anna Bay,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,13,3,9,4,0,8,0,0,9,3,12,8,0,0,0,0,4,7,15,17,0,0,0,3,7,8,9,16,0,4,0,0,8,14,11,15,0,0,3,0,7,8,16,5,0,8,0,0,17,25,25,6,5,5,0,0,4,4,0,3,0,0,0,0,9,10,0,7,5,0
Lemon Tree Passage - Tanilba Bay,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,12,0,4,0,0,0,0,5,8,0,5,0,0,6,0,7,15,0,0,0,0,6,3,3,11,0,6,0,0,9,4,5,7,0,0,0,0,11,4,9,6,0,0,0,0,8,12,16,12,10,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,3,0
Nelson Bay Peninsula,0,3,0,3,4,0,0,0,0,0,0,8,3,0,0,0,0,0,6,4,0,4,0,8,0,0,3,5,6,7,0,3,0,3,10,3,23,14,0,4,0,3,23,7,22,27,0,8,0,3,21,10,34,31,4,8,0,4,38,19,21,36,7,15,0,0,32,26,37,43,5,13,0,0,36,16,48,53,12,23,0,6,34,19,59,28,5,3,3,0,73,71,87,33,27,22,0,0,28,18,12,10,4,0,0,0,36,24,3,46,8,5
Raymond Terrace,0,0,0,0,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,6,5,0,0,0,3,7,0,7,9,0,4,0,3,6,0,11,16,0,3,0,4,11,0,6,23,0,3,0,0,30,11,24,27,4,12,0,0,11,8,18,27,0,10,0,0,24,8,22,25,7,10,5,0,17,6,25,23,6,0,0,0,18,11,31,15,18,4,0,0,0,3,0,3,0,0,0,0,0,5,0,4,0,0
Seaham - Woodville,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,5,0,0,0,0,4,0,5,8,0,0,0,0,9,0,9,15,0,0,0,0,7,8,4,16,0,4,0,0,6,5,10,28,0,0,0,0,17,3,8,12,0,4,0,0,9,12,22,20,0,4,0,0,9,8,17,14,3,3,0,0,22,23,38,17,12,9,0,0,4,7,6,0,3,4,0,0,17,14,4,10,0,10
Tea Gardens - Hawks Nest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,5,5,0,0,0,0,0,0,0,4,0,5,0,0,3,5,4,7,0,0,0,0,0,0,7,3,0,5,0,0,4,5,4,8,0,0,0,0,9,0,6,10,0,6,0,0,0,3,5,9,0,0,0,0,5,0,7,13,0,4,0,0,8,8,13,7,4,9,0,0,0,0,0,4,0,0,0,0,11,8,0,6,0,4
Williamtown - Medowie - Karuah,0,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,6,4,0,0,0,7,0,0,0,0,3,0,0,0,0,0,7,0,12,12,0,3,0,3,12,0,14,22,0,10,0,0,15,7,14,21,0,5,0,4,20,10,16,47,8,20,0,0,19,6,29,28,5,10,0,0,22,16,37,39,8,15,0,0,20,15,27,24,11,9,0,0,31,42,51,45,22,8,0,0,7,18,0,0,8,0,0,0,12,23,0,4,5,4
Muswellbrook,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,3,9,0,0,0,0,7,0,8,9,0,0,0,3,5,6,10,10,0,6,0,9,9,5,24,13,0,0,0,0,9,9,12,14,0,9,0,0,6,14,24,21,0,13,0,0,6,11,27,14,0,5,0,0,13,41,50,31,8,0,0,0,0,11,0,4,0,0,0,0,6,6,0,8,0,0
Muswellbrook Surrounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,3,10,0,0,0,0,0,4,6,8,0,3,0,0,4,4,10,8,0,4,0,0,6,6,5,4,0,0,0,0,7,0,10,0,3,0,0,0,7,7,18,5,6,0,0,0,4,4,0,0,0,0,0,0,9,4,3,0,0,0
Scone,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,12,0,0,0,0,4,3,6,3,0,0,0,0,9,12,14,18,0,5,0,3,5,8,16,16,0,5,0,4,8,10,15,12,0,3,0,0,5,7,31,12,4,6,0,0,18,28,43,11,4,8,0,0,5,5,0,3,0,0,0,0,8,9,0,7,0,4
Scone Surrounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,8,0,0,0,0,3,4,9,6,0,0,0,0,4,0,0,11,0,0,0,0,7,3,17,11,0,0,0,3,11,10,9,12,0,3,0,0,3,6,23,17,0,3,3,0,10,8,6,12,0,3,0,0,5,6,20,8,0,0,0,0,12,14,37,9,0,8,0,0,5,6,0,3,0,0,0,0,8,6,0,3,0,0
Dapto - Avondale,0,5,0,0,9,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,5,4,0,4,0,6,6,4,3,8,0,3,0,3,10,4,10,24,0,3,0,5,12,8,24,36,6,7,0,4,26,12,23,36,4,7,5,0,38,12,40,52,10,24,0,4,27,16,42,53,9,21,5,5,42,23,46,62,10,20,3,4,39,12,59,55,14,16,8,4,57,42,79,62,30,9,0,0,7,9,4,11,3,4,0,0,12,9,0,14,9,5
Horsley - Kembla Grange,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,9,4,7,7,0,6,0,0,13,8,19,14,0,7,0,4,12,5,29,24,6,11,5,0,31,16,23,34,11,12,0,3,36,12,39,37,8,21,3,3,43,16,35,60,13,14,0,0,20,18,37,57,12,13,9,0,47,29,70,54,33,16,0,0,20,16,0,11,3,6,0,0,4,5,3,16,10,0
Port Kembla Industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
